iduser ,location,rank ,average_rating
787,Wisconsin,125,3.6065
788,California,2,4.4345
789,\N,\N,3.64
790,"Birmingham, Merry Old England",26,3.7976
791,Bullsh&#105t Avenue,\N,4.36
792,Soon-to-be snooping around L.A.!,704,3.7888
793,"Dallas,TX",65,3.6568
794,Adrift just off the islets of Langerhans,644,3.7008
795,"Buffalo, NY",798,3.8503
796,The Lovely Gulf of Mexico Coastline,\N,4.3898
797,"Tucson, AZ, USA",\N,4.32
798,"Miami, FL USA",160,3.8598
799,Central New York,\N,3.75
800,Tennessee,259,3.2627
801,"Grayling, Michigan",\N,3.5217
802,sitting on a cornflake,368,3.6221
803,Squeeeeeeeeee!,757,3.7183
804,Elsewhere,659,3.6562
805,Tulsa OK,\N,4.2959
806,Missouri...Misery...Somewhere...whatever,\N,2.8333
807,"Portland, Oregon",357,3.9588
808,"New York, NY  (it's a hell of a town!)",\N,4.1111
809,"Mercer County, NJ, USA",\N,4.3684
810,Florida,\N,\N
811, Chile  ,\N,3.8
812,"St. Louis, MO",\N,3.8831
813,"\...The True North Strong And Free...\""""",\N,3.9623
814,"Lansing, Michigan",341,3.8748
815,<b>Left,752,4.6818
816,"Music City, TN, USA",521,4.2299
817,"Canonsburg, PA",795,4.1479
818,\N,\N,\N
819,De Leving's Toun,428,3.5535
820,"Baltimore, MD",\N,3.8
821,"Buffalo, New York",421,3.5314
822,"Anchorage, AK",24,4.1443
823,"Queensland, Australia",\N,3.9726
824,Washington DC,\N,4.1955
825,\N,\N,4.4039
826,"Texas, USA",\N,4.0682
827,chicago,\N,3.6884
828,the South,666,4.1526
829,"Melbourne, Australia",120,3.4348
830,"Old Hickory, TN",800,4.2643
831,Blancmange Towers,\N,3.25
832,"Kenosha, WI",\N,4.0778
833,\N,\N,1
834,\N,\N,\N
835,"CA, USA",76,4.4502
836,"Charlotte, NC and Fort Mill, SC USA",\N,4.0588
837,\N,\N,4
838,Mississippi,\N,3.5
839,\N,\N,4.5
840,\N,\N,4
841,"Tempe, AZ, U.S",412,3.9312
842,"Eureka, CA",\N,3.6667
843,\N,\N,3.5
844,Blue Line,\N,3.4
845,\N,\N,\N
846,Kansas City,\N,3.4
847,"St. Louis, MO ",\N,3.7083
848,"Virginia, USA",763,3.6364
849,"Hop, skip, and a jump from a great lake",819,4
850,"Calbe, Germany",\N,4.6667
851,"Baltimore, MD",946,4
852,"alabama, us",\N,3.0842
853,"Cleveland, Earth",\N,4.1471
854,"CHICAGO, Illinois (Northwest Burbs)",\N,4.2535
855,Earth,\N,3.9655
856,"Mostly Here, But Sometimes I'm Not There",\N,4.5238
857,"Full circle, back home-Iowa",832,4.6458
858,"Lexington Park, Md",\N,4.2277
859,Still Floating,\N,4.0734
860,Seattle,12,3.6786
861,\N,\N,\N
862,"Bethesda, Maryland",\N,3.8889
863,"Jasper, GA USA",\N,4.5
864,"Thurmont, Maryland",203,4.2063
865,\N,\N,3.7857
866,"Wisconsin Rapids, Wisconsin",\N,4.0526
867,USA,841,4.434
868,\N,\N,4
869,\N,\N,3.1864
870,"wowsville!, south carolina",\N,3.3409
871,\N,\N,3
872,"Baltimore, MD",\N,3.8182
873,"Benson, NC",857,3.672
874,"Queens Jamica, New York",\N,4.1967
875,"USA, baby!",\N,2.4589
876,zion,\N,4.1875
877,"Salt Lake City, Utah, United States",\N,3.3838
878,"Klang, Selangor, Malaysia",\N,3
879,Louisiana,\N,4.2388
880,"Wisconsin, USA",\N,3.6667
881,The Northern District of Illinois,547,3.3919
882,all over the place,\N,4.5
883,\N,\N,3.0889
884,"The Capitol, CA",\N,3.7917
885,"Cambridge, MA",944,3.468
886,"Eagan, Minnesota where I have a nice little apartment up your ASS!",\N,3.4808
887,"Powder Springs, GA USA",\N,3.1098
888,MI,\N,3.8077
889,Cali,\N,3.4947
890,"New York, New York",\N,4
891,"Somewhere west of Ellay, near a beach",\N,3.2714
892, Maryland,\N,4.1
893,\N,\N,\N
894,"Roanoke, TX",\N,3.6
895,\N,\N,4.4
896,\N,\N,4.5
897,"Trumansburg, New York, United States",\N,3.1435
898,Midcoast Maine,732,4.4615
899,"Orlando, Florida",\N,3.9388
900,\N,\N,3.9688
901,"Milwaukee, WI",362,4.5119
902,California,799,3.4026
903,Sherman Oaks CA,\N,4.1333
904,\N,\N,4.2308
905,"Keaau, HI",422,4.1261
906,"Seattle, Washington, USA",\N,4
907,"Cleveland, OH",\N,3.4237
908,"Hovering around San Francisco, CA",\N,3.6562
909,\N,\N,4.0805
910,\N,398,3.1667
911,"East Taunton, Massachusetts",\N,3.5769
912,Colorado,\N,4.2287
913,"Whately, MA",\N,4.0952
914,Pennsylvania,\N,3.8621
915,"Cypress, TX",866,4.2906
916,NY,\N,3.3548
917,"Kalispell, Montana",496,3.9786
918,California,741,4.1848
919,Las Vegas NV,\N,2.8333
920,\N,\N,4.0156
921,Dirty South,\N,3.6774
922,"Seattle, WA, USA",\N,3.603
923,"Spring Hill, FL",43,3.5239
924,\N,\N,4.1111
925,NYC ,\N,3.28
926,\N,\N,3.9306
927,Ft. Myers Florida,\N,4.3409
928,"Mebane, North Carolina",\N,4.3091
929,Indiana,\N,4.0568
930,"Superior, WI",\N,4.5556
931,"Quincy, Mass.",\N,4
932,USA,\N,2.4211
933,Maine,\N,4.0506
934,"Huntley, IL",\N,3.2143
935,MA,\N,4.9
936, ,\N,4.3333
937,"pittsburgh, pa",\N,2.875
938,"Elyria, Ohio",\N,4.1579
939,"Hudson, MA",\N,4.4706
940,Long Island NY,869,3.9432
941,"greenville, SC",\N,3.95
942,L.A. ,\N,1
943,"Lovelock, Nevada",922,4.3509
944,"Seoul, Korea",\N,4.5
945,Southeastern United States,\N,3.7609
946,\N,\N,3.8
947,USA,\N,3.8571
948,\N,\N,3.95
949,"Cleveland, OH",\N,4.7143
950,"Nashville, TN",\N,4.0198
951,"Chesterfield, IN",\N,3.6571
952,"Columbus, OH",\N,3.8
953,"Saxapahaw, NC",\N,3
954,"OR, PA, back to OR, who knows?",\N,3.6275
955,Silverdale Washington,\N,4.0175
956,\N,\N,3.5714
957,"In the middle of the living room floor,  pulling out my (prematurely graying) hair by the fistful.",\N,4.05
958,"Orange County, NY",\N,4.6962
959,"Oak Park, IL",\N,3.625
960,"Los Angeles, CA",\N,3.5
961,"Caldwell, Idaho",\N,4.2083
962,\N,\N,5
963,"Pleasanton, Ca",\N,3.2
964,\N,\N,3.6471
965,Arizona,\N,3.7386
966,"Philadelphia, PA USA",\N,4.75
967,"Lawrenceburg, IN",\N,3.7273
968,\N,\N,\N
969,\N,\N,3.2857
970,"Seattle, WA",\N,3.9487
971,"Detroit, MF",\N,4.2326
972,"Topeka, Kansas",\N,4
973,Central Texas,\N,4.0635
974,"West Palm Beach, FL",745,3.9636
975,New Joisey,\N,4.1607
976,"New York, NY",\N,4.163
977,"Grand Rapids, MI",\N,4.2941
978,\N,\N,3.7778
979,"Portland, Maine",\N,3.9846
980,Alabama,\N,5
981,"Medford, Oregon",\N,3.6316
982,"New York, NY",\N,3.8571
983,\N,784,4.5957
984,"San Francisco, CA",\N,4.359
985,"Tulsa, OK USA",850,3.9145
986,\N,\N,5
987,New York City Area,\N,3.2185
988,\N,\N,\N
989,New York,\N,3.8182
990,\N,\N,4.375
991,"Newark, N.J.  ",\N,5
992,Orlando,\N,3.8721
993,LaCygne KS,\N,3.8246
994,The Adirondack Park,\N,4.2308
995,"Newark,NJ",\N,4.7778
996,\N,\N,3
997,Wisconsin,\N,5
998,\N,\N,3.973
999,"Virginia Beach, VA",\N,4.125
1000,Georgia,\N,3.9286
1001,Philadelphia,265,2.8552
1002,"Smallwood , New York",\N,3.9024
1003, ,\N,\N
1004,So. California,709,3.9457
1005,"Stanford, CA",\N,3.9438
1006,\N,\N,3.6351
1007,"Caddo Parish, Louisiana",\N,4.368
1008,"Seattle, Washington, USA",\N,4.75
1009,"Philadelphia, PA",\N,4.9412
1010,"Plainfield, Illinois",\N,4.0682
1011,Hell,\N,3.08
1012,\N,\N,4.3158
1013,Earth,448,3.786
1014,CA,\N,3.7414
1015,"Trenton, New Jersey",322,3.7722
1016,"Los Angeles, CA",634,4.3231
1017,"Boise, ID",\N,4
1018,"LA, CA",\N,4.5833
1019,"Houston, TX",\N,4.25
1020,\N,\N,2.6
1021,Fountain Valley Calif U.S.A.,942,4.7011
1022,Northern Virginia,195,3.7509
1023,\N,\N,3.3898
1024,St Paul MN,\N,4.6667
1025,South Texas,\N,4.3214
1026,Upstate New York,\N,4.0175
1027,\N,\N,\N
1028,"Orange County, California",\N,4.7391
1029,\N,802,4.5047
1030,Canberra ACT Australia,\N,3.6
1031,"Canberra, ACT.  Australia",\N,4.1892
1032,"MONTREAL, CANADA",\N,4.125
1033,"New York, N.Y.",\N,4.0545
1035,\N,\N,4.6667
1036,\N,\N,2
1037,"New York, NY",402,4.2759
1038,"Fayetteville, NC",\N,4.3485
1039,\N,\N,\N
1040,Maryland,146,3.9808
1041,\N,475,4.4724
1042,Virginia,\N,3.6774
1043,\N,\N,4.5882
1044,"Atlanta, GA",\N,4.0833
1045,\N,\N,4.0339
1046,"Hollywood, California",679,3.4137
1047,in the Barbie aisle,74,3.711
1048,"Canton, GA",\N,4.0769
1049,"Lauderdale, Florida",\N,4.0909
1050,Illinois,847,4.3628
1051,"New York, NY",\N,3.5021
1052,\N,\N,\N
1053,\N,\N,4.0821
1054,\N,\N,4.6257
1055,Washington,\N,4.0909
1056,"Dalton Gardens, Idaho",\N,3.875
1057,\N,\N,4
1058,"Sierra Vista, AZ",573,4.2403
1059,elsewhere,\N,3.9006
1060,"Cocoa Beach, FL",182,4.1312
1061,Florida,868,4.0161
1062,"Bismarck, ND",\N,\N
1063,Central Texas,348,4.3607
1064,Illinois,234,3.8075
1065,France,\N,4
1066,North Carolina - God's Country!,\N,3.9615
1067,Northern California,306,3.3391
1068,back east,152,3.7626
1069,"the land of fries and toast, apparently.",874,3.6144
1070,"Vancouver, BC",\N,4.0245
1071,Southern VA,353,4.0803
1072,\N,\N,\N
1073,Idaho,\N,4.0196
1074,Michigan,\N,3.9091
1075,"St. Joseph, MO, USA",302,3.526
1076,\N,\N,3.6581
1077,Oregon,167,4.0959
1078,United States,\N,3
1079,"Sydney, Australia",\N,3.9476
1080,California,471,3.9906
1081,"whatever it is, it's too hot!",\N,4.7273
1082,Hilton Head SC,\N,4.4
1083,\N,\N,4
1084,\N,\N,4.1
1085,"Miami, FL, USA",\N,4.4545
1086,"Plymouth, England",\N,\N
1087,Tampa Florida,\N,4.122
1088,\N,\N,4
1089,The heart of it all,296,4.0691
1090,"Hingham, MA",\N,4
1091,\N,\N,\N
1092,"Vancouver, Wa USA",\N,4.6064
1093,Rutgers Univeristy,\N,3.3611
1094,"Houston, Texas, USA",\N,4.5556
1095,\N,\N,4.5556
1096,"Texas, USA",\N,\N
1097,\N,\N,3.5789
1098,\N,\N,4
1099,Buffalo,\N,4
1100,"Ratliff City , Oklahoma",\N,5
1101,"Los Angeles, CA",\N,4.2424
1102,\N,\N,4.1316
1103,\N,\N,3
1104,America,\N,3.1429
1105,Somewhere On The East Coast,149,3.6456
1106,Right About There (Colorado),\N,4.4
1107,Illinois,\N,3.8571
1108,"Boston, MA / Hessen, Germany",\N,3.589
1109,FL,\N,2.7571
1110,\N,\N,2.75
1111,New Jersey,\N,4.3103
1112,Kansas,\N,4.3333
1113,"Tucson, Arizona, Africa",\N,3.1681
1114,Maryland,\N,4
1115,I am a sovereign nation,\N,3.8485
1116,\N,\N,5
1117,"Storm Lake, Iowa",\N,4.6667
1118,"Silver Spring, MD, US",\N,4.4
1119,\N,\N,4.7143
1120,South Jefferson Northern California,\N,4.75
1121,\N,\N,3.8889
1122,\N,\N,\N
1123,\N,\N,\N
1124,East Coast USA,\N,3.8955
1125,"Portland, Oregon",\N,3.7037
1126,North Carolina,245,3.9739
1127,"New York, NY",\N,3.7184
1128,"Alameda, CA",\N,4.8
1129,lost in thought,150,3.2849
1130,London,\N,4.0889
1131,\N,\N,4.5
1132,Hesperia CA US,\N,3.75
1133,Somewhere over the rainbow,494,4.0455
1134,Louisiana,\N,3.443
1135,"Little Rock, AR",\N,3.9328
1136,"Cleveland, Ohio",\N,4.1266
1137,PA,\N,4.1667
1138,"Lowellville, Ohio",\N,4.5806
1139,The United Neighborhoods of Philadelphia,718,3.5702
1140,\N,\N,3.8163
1141,\N,\N,\N
1142,\N,\N,4
1143,"Cave Creek, Az.",400,4.2339
1144,New England,\N,3.6591
1145,"Chicagoland, IL",871,3.9302
1146,\N,\N,4.2
1147,"Florida, USA.",\N,4.0833
1148,"Utica, NY",\N,4.3125
1149,New Hampshire,\N,4.3662
1150,"Graytown, OH",\N,3.7377
1151,Palmer MA ,\N,4
1152,"Tampa, FL ",\N,3.7397
1153,"B-town Nevada \The armpit\""""",\N,3.6429
1154,Cold Minnesota,\N,4.8571
1155,"Toronto, Ontario, Canada",\N,4.1488
1156,\N,\N,4.1667
1157,Boston,233,3.5647
1158,"Ann Arbor, MI",\N,4.3333
1159,"San Digo, CA, U.S.A.",\N,3.2222
1160,Nottingham,\N,4
1161,\N,\N,5
1162,"Minneapolis, MN",\N,4.0216
1163,Brooklyn NY USA,\N,4.125
1164,"el sobrante ,ca",\N,4.625
1165,"Gorham, ME",\N,3.9444
1166,North of the equator,720,3.521
1167,"Dayton, Ohio",\N,2.5
1168,Australia,\N,4.8148
1169,"Cleveland,  Ohio",\N,\N
1170,"Pop Suburbia, Illinois, US of A",\N,3.8269
1171,"Brooklyn Center, MN",\N,3.7333
1172,The Land of Limburger and Leinenkugel's,331,3.8175
1173,\N,\N,4.8696
1174,"Auckland, Pig Island",\N,4.4444
1175,"Midland, VA",\N,4.3333
1176,\N,\N,3.5
1177,Sweden,\N,4.25
1178,\N,\N,5
1179,Washington DC,\N,4.1481
1180,"Portland, OR, USA",\N,3.871
1181,"Fremont, CA",\N,3.3333
1182,"Riverside, CA",\N,3.7914
1183,\N,\N,3.9565
1184,"Oconee, IL",\N,3.6429
1185,"Taichung, Taiwan",\N,4.3333
1186,\N,\N,3.8235
1187,\N,\N,5
1188,NM,\N,4.0577
1189,\N,\N,5
1190,Canada,107,4.4952
1191,So. Cal.,\N,4.2222
1192,Canada,\N,4.5
1193,Los Angeles,\N,3.732
1194,"Tempe, AZ",\N,4.2419
1195,\N,\N,5
1196,\N,\N,3.1
1197,WI,395,4.3587
1198,r-ville,\N,3.9259
1199,"san diego,ca",904,4.3418
1200,"Irvine, CA",\N,3.9722
1201,"Thornwood, NY, USA",\N,3.6667
1202,"Bellingham, Washington, USA",\N,4.1163
1203,United States,\N,4.3879
1204,Bay Area-California,\N,4.625
1205,"Seattle, USA",\N,4
1206,\N,\N,4.8
1207,"Boynton Beach, Florida ",\N,3.9688
1208,"Don't ask, pervert",\N,4.2193
1209,\N,\N,4.8
1210,Nope Jerry!!!!,\N,3.3636
1211,\N,\N,4.1111
1212,"Aurora, CO (by way of Arkansas)",\N,4.2609
1213,Rhode Island,\N,4.1429
1214,\N,\N,4.4444
1215,"Shelby, NC",\N,3.8314
1216,"Brisbane, Australia",\N,4
1217,California,793,3.9551
1218,\N,\N,4.0909
1219,\N,\N,1
1220,"Southinton, CT, USA",\N,4.2857
1221,\N,\N,3.7143
1222,\N,\N,4.3333
1223,"Mid-South, USA",\N,4.45
1224,\N,\N,4.5
1225,Illinois,\N,3.9273
1226,"Los Angeles, California",\N,3.8966
1227,\N,\N,3.3475
1228,"Richlands, Virginia, United States",\N,4.375
1229,"Tempe, AZ",\N,3.84
1230,\N,\N,4.6667
1231,"Riverside, CA",\N,5
1232,"Ann Arbor, MI",\N,3.9286
1233,"Lincoln, NE",\N,4
1234,"Woodbridge, Va, USA",\N,4.1111
1235,"Ontario, Canada",540,4.2556
1236,Pennsylvania,\N,4.0645
1237,England,\N,4.6667
1238,"Milwaukee, WI",\N,3.8333
1239,"Spanaway, Wa, USA",\N,\N
1240,"S. Miguel, Portugal",\N,3.9409
1241,South Dakota,315,3.8733
1242,Maryland/Tennessee,\N,4.1047
1243,\N,\N,5
1244,\N,\N,4.3125
1245,"Salisbury,MD",\N,4.0333
1246,"Auckland, New Zealand",959,4.3111
1247,\N,\N,4
1248,"Bangor,ME",389,3.5528
1249,"Ottawa, Canada",\N,4.4722
1250,Woodsville NH,\N,3.8
1251,\N,\N,3.8697
1252,"Kansas City, MO",\N,4.2
1253,St.Louis  MO,\N,5
1254,\N,404,3.5495
1255,"Nice, France",\N,4.2424
1256,Louisiana,\N,4.3571
1257,"Canton,Ohio",\N,4.4286
1258,"Farnham, Surrey, England",\N,3.5
1259,Hopefully taking photos somewhere,\N,4.3378
1260,"New York, NY",\N,4.5
1261,"Potomac, Maryland",\N,3.7222
1262,\N,\N,5
1263,"<b>Ciao, baby.",\N,3.9333
1264,"Here. No, not there. Here.",\N,3.9733
1265,"Albany, New York",555,3.534
1266,"Pompano Beach, FL",\N,3.5862
1267,A hidden compound in northern Nevada,\N,3.876
1268,"Richmond, Ky",\N,3.8261
1269,"Chicago, IL",\N,\N
1270,\N,\N,3.1111
1271,New Jersey,\N,3.5273
1272,\N,\N,3
1273,\N,\N,3.3333
1274,I'm right behind you!,\N,3.4507
1275,Born and Raised in TX,\N,3.8421
1276,Oregon,\N,4.5
1277,"Boone, North Carolina, USA",\N,3.7143
1278,"Columbus, GA",\N,3.7778
1279,Malmv in Sweden,\N,4.6667
1280,"London, England",\N,4.16
1281,a castle on a cloud,\N,3.4737
1282,"San Antonio, TX",\N,4.4146
1283,\N,\N,4.2381
1284,"Irvine, CA",\N,4.6
1285,\N,\N,4.5517
1286,"Maxwell, TX",\N,4.0952
1287,"Fort Lauderdale, Florida, USA",\N,3.5732
1288,"New York, NY",\N,4.0556
1289,"Los Angeles, CA",\N,3.5
1290,\N,\N,\N
1291,"Scituate, MA",\N,4.2024
1292,"San Luis, AZ",\N,4.7209
1294,"Lynnwood, WA",\N,3.7222
1295,"Columbia, MO",\N,3.8209
1296,"Raleigh, NC",\N,3.9519
1297,"Des Moines, Iowa",\N,4.0333
1299,"Toledo, Ohio",\N,3.5
1300,-,\N,3.8086
1301,"Boston, MA",\N,4.0375
1302,Somewhere over the rainbow...,556,3.7518
1303,"Saskatchewan, Canada",\N,4
1304,Somewhere on two wheels,186,3.9857
1305,England,\N,3.8667
1306,"Bayou Country, LA",\N,4.7368
1307,"Grand Forks, ND USA",\N,4.0391
1308,"San Diego, CA",\N,4.4688
1309,\N,\N,3
1310,Somewhere in Georgia,\N,3.5517
1311,"Pittsburgh, PA",\N,3.9684
1312,"Las Vegas, NV",158,3.4011
1313,"San Diego, CA ",\N,3.4634
1314,"Salt Lake City, UT",\N,3.5126
1315,"Glenside , PA",\N,4.25
1316,"Kalamazoo, Michigan",\N,4.6
1317,"Ithaca, ny",\N,3.6118
1318,"Spokane Valley, WA",\N,4.1364
1319,\N,\N,5
1320,\N,\N,4.3571
1321,"Gosport, Hampshire, UK",\N,4
1322,USA,\N,4.1316
1323,NJ,\N,4.4545
1324,"Detroit area, MI",\N,3.8478
1325,"Astoria, OR",\N,3.9175
1326,"Southampton, England",\N,4.875
1327,"albion, michigan",\N,4.125
1328,"Ferndale, MI",\N,4.2455
1329,Kentucky,\N,3.3333
1330,New Jersey,\N,4
1331,Brazil,906,4.0439
1332,"Madrid, Spain",611,3.8576
1333,Dirty Jersey,\N,4.3333
1334,MI,\N,4.2381
1335,\N,\N,1
1336,"Sunrise, FL",\N,3.7576
1337,\N,\N,4.1111
1338,"Cincinnati, Ohio",\N,4.25
1340,"Geneva, Minneapolis, Paris...",\N,4.2
1341,\N,\N,\N
1342,\N,\N,4
1343,"Troy, NY",\N,3.7158
1344,"Bremerton, WA.",\N,4.5748
1345,\N,\N,\N
1346,Culturedose.com baby!!!,\N,4.2
1347,"Southern California, Orange County",\N,4.25
1348,"Ellicott City, Maryland",\N,4.2
1349,"Miami, FL, USA",\N,5
1350,"Fremont, Ca",\N,4.4
1351,"San Francisco, CA",\N,3.8
1352,"Sacramento, CA",\N,3.9362
1353,"Fayetteville, GA",\N,3.8571
1354,"Northfield, VT and Norton, MA ",\N,4.2273
1355,"Ithaca, NY",694,3.8993
1356,"Regina, Canada",393,3.0839
1357,Sunrise Florida USA,270,3.93
1358,"Dunedin, New Zealand",\N,3.5652
1359,\N,\N,\N
1360,\N,\N,3.4211
1361,"Brooklyn, NY",\N,4.0244
1362,"Vancouver, Canada",\N,4.3077
1363,Ol Virginny,\N,3.9211
1364,"Mt Pleasant, MI",\N,4.1538
1365,Here,\N,3.8941
1366,"Odessa, Texas",196,4.6317
1367,So-Cal,794,3.2248
1368,"Boston, MA",\N,4.619
1369,British Columbia,\N,4.2188
1370,"Columbus, Ohio",\N,4.4545
1371,\N,\N,3.9375
1372,"Milwaukee, WI",\N,4.1494
1373,\N,\N,4
1374,\N,\N,\N
1375,"Omaha, NE",\N,3.9643
1376,\N,\N,1
1377,"Los Angeles, CA",\N,4.8
1378,Somewhere in America,\N,4.2646
1379,"Arlington, TX",\N,3.566
1380,\N,\N,3.6207
1381,UK,216,4.142
1382,\N,\N,\N
1383,"Madison, WI",\N,3.5625
1384,Pennsylvania,\N,4.2759
1385,"Colby, KS  USA",\N,3.5794
1386,"Wilmington, North Carolina",\N,3.875
1387,Somewhere over here,640,3.5971
1388,Minneapolis,\N,3.7964
1389,\N,\N,5
1390,"Waukegan, IL",\N,4.093
1391,\N,\N,\N
1392,\N,\N,\N
1393,"Zombiewoods, Transylvania",\N,4
1394,\N,\N,3.5833
1395,"San Francisco, CA",\N,\N
1396,"Dublin, Ireland",\N,3.4
1397,"Toowoomba, Queensland, Australia",\N,4
1398,"Sherman, TX, USA",630,4.0114
1399,Portland oregon,\N,4.5079
1400,"Newcastle, UK",\N,3.5789
1401,"Hot Sulphur Springs, CO, USA",\N,3.973
1402,NY,\N,3.9474
1403,"Augusta, Maine  ",\N,4.0833
1404,Chi-Town,\N,3.9756
1405,\N,\N,4.3913
1406,NY,\N,4.4416
1407,"Chesterfield, MO",\N,\N
1408,"Charlotte, NC",\N,3.7
1409,\N,\N,3.2222
1410,\N,\N,3.7253
1411,KiLLa CaLi,\N,3.5238
1412,"Dublin, Ireland",\N,3.1183
1413,\N,\N,4.3214
1414,"Toms River, NJ",\N,3.442
1415,"Portland, Oregon",892,3.7306
1416,\N,\N,\N
1417,"Cranbury, NJ, USA",\N,4.2667
1418,\N,\N,4
1419,"Nowhere, NJ",455,4.1673
1420,Illinois,\N,4.3333
1421,"Lakewood, Colorado",413,4.0627
1422,Scarborough Maine,\N,3.9184
1423,Michigan,\N,4.75
1424,"Parker, CO",\N,4.4
1425,"West Hartford, CT",\N,4.1509
1426,\N,\N,4.3
1427,Massachusetts,\N,3.7059
1428,"Walnut Creek, CA",\N,3.5714
1429,"Rochester, NY",\N,4.3333
1430,\N,\N,\N
1431,Ohio,\N,3
1432,\N,\N,\N
1433,"K-Town, TN",\N,3.7722
1434,\N,\N,3.6458
1435,"Louisville, KY  ",\N,3.5544
1436,NYC via BCO,\N,4.75
1437,The edge of the world...,\N,3.8654
1438,\N,\N,4.2424
1439,\N,\N,\N
1440,"Wokingham, UK",\N,4.8889
1441,"Cambridge, MA, USA",579,3.5312
1442,Wisconsin,\N,4.1141
1443,"Pgh, Pa",\N,4.5814
1444,Granite Bay California,828,3.9104
1445,Northern California,282,3.9834
1446,\N,\N,4
1447,United States,257,4.2082
1448,"Pennsylvania, USA",\N,3.9231
1449,\N,\N,\N
1450,"Munster, IN     United States",354,4.4852
1451,Northern New Jersey,\N,4.2593
1452,Indiana,\N,3.9275
1453,"Daly City, CA",\N,3.3333
1454,Michigan,\N,3.5625
1455,Pennsylvania foothills,\N,4.3333
1456,Dallas/Ft. Worth Metro,\N,3.7368
1457,Hwy 101,60,4.2683
1458,"Washington, DC",\N,4.3923
1459,"Arkansas, USA",\N,3.8889
1460,San Francisco Bay Area,\N,3.7143
1461,New York,121,3.7735
1462,"Charlotte, NC, USA",\N,4.5714
1463,MI USA,131,4.4134
1464,"Gulf Shores, AL",\N,3.5882
1465,San Francisco & Taipei,947,3.8867
1466,"Right place, right time!",617,3.6369
1467,Germany,\N,4.0781
1468,New York City,470,3.8202
1469," Frozen Tundra, Wisconsin",418,4.1522
1470,"Glassboro, NJ",598,4.1875
1471,"San Francisco, CA",\N,3.7
1472,post-industrial town that time forgot,654,4.333
1473,"Warrington, Cheshire, UK",\N,4.0333
1474,"Milky Way, 1st Black Hole on the left",\N,\N
1475,New York,\N,5
1476,Baltimore,\N,4.1143
1477,"Sweet Home Alabuckley, Michigan",751,3.7473
1478,florida,\N,4.6098
1479,"Santa Barbara, CA",\N,4.5
1480,"Brooklyn, NY",\N,4.4583
1481,"Los Angeles, California",\N,5
1482,"Dacca, Kuala Lumpur, Long Beach",\N,3.8
1483,USA,\N,4.5
1484,California,\N,3.6731
1485,Seattle,\N,3.875
1486,"TX, USA",\N,4.0566
1487,Boston,668,4.02
1488,Australia,\N,\N
1489,"Newark, NJ, USA",\N,4.16
1490,A Galaxy Far Far Away,\N,4.26
1491,The Great State of  Wisconsin,363,3.9481
1492,Minnesota,\N,4.0667
1493,\N,\N,\N
1494,CT,\N,4.5312
1495,\N,\N,\N
1496,Seattle Area,764,4.2241
1497,South Jersey,699,4.0116
1498,"Orem, Utah",\N,4.1751
1499,USA,\N,3.6636
1500,IL,223,3.9813
1501,\N,\N,4
1502,South Florida,495,4.0222
1503,"Dunn, NC",\N,4.1458
1504,\N,\N,3.871
1505,"Highland Mills, NY USA",\N,4.8182
1506,Maryland,881,4.2239
1507,"Chippewa Falls, WI",\N,4.6667
1508,"Iowa City, IA",\N,3.8889
1509,\N,\N,\N
1510,Southern Michigan,690,4.2338
1511,"Ocala, Fla",\N,4.5816
1512,Florida,693,4.4253
1513,"Sarasota, Florida",\N,4.0952
1514,"Wilmington, Delaware",\N,4.7344
1515,"Toledo, Ohio   USA",318,4.1049
1516,"Muncie, Indiana",\N,3.625
1517,Texas,\N,3.913
1518, ,\N,5
